"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","deposit"
26,"blue-collar","married","secondary","no",557,"yes","yes","unknown",27,"may",282,2,999,0,"unknown","no"
41,"housemaid","married","primary","no",46,"no","no","cellular",22,"aug",268,1,999,0,"unknown","no"
34,"technician","single","secondary","no",0,"no","no","cellular",28,"aug",195,6,999,0,"unknown","no"
34,"blue-collar","married","secondary","no",2595,"yes","yes","cellular",17,"apr",126,1,336,2,"other","no"
41,"blue-collar","married","secondary","no",598,"yes","no","cellular",12,"may",69,3,364,11,"failure","no"
55,"technician","married","tertiary","no",11,"no","no","cellular",21,"aug",588,2,999,0,"unknown","no"
39,"technician","married","tertiary","no",437,"no","no","telephone",27,"may",186,2,999,0,"unknown","no"
47,"admin.","married","secondary","no",829,"yes","yes","cellular",18,"nov",48,1,188,1,"failure","no"
33,"management","married","tertiary","no",516,"yes","no","cellular",19,"nov",245,4,999,0,"unknown","no"
44,"management","married","tertiary","no",0,"no","no","unknown",13,"may",27,1,999,0,"unknown","no"
38,"technician","divorced","tertiary","no",791,"yes","no","unknown",26,"may",89,2,999,0,"unknown","no"
30,"management","single","tertiary","no",3773,"yes","no","cellular",9,"feb",75,4,258,1,"failure","no"
33,"blue-collar","married","secondary","no",202,"yes","no","cellular",17,"apr",377,1,999,0,"unknown","no"
43,"technician","married","secondary","no",629,"no","no","cellular",5,"aug",196,1,999,0,"unknown","no"
49,"admin.","married","secondary","no",1047,"no","no","cellular",8,"aug",133,4,999,0,"unknown","no"
35,"blue-collar","single","primary","no",21,"yes","no","unknown",27,"may",129,1,999,0,"unknown","no"
30,"technician","single","secondary","no",133,"yes","no","cellular",29,"jan",113,2,999,0,"unknown","no"
33,"technician","married","secondary","no",399,"yes","no","cellular",7,"may",143,1,999,0,"unknown","no"
53,"blue-collar","married","secondary","no",136,"yes","no","unknown",15,"may",99,1,999,0,"unknown","no"
43,"admin.","single","tertiary","no",664,"yes","no","cellular",17,"apr",119,1,999,0,"unknown","no"
29,"technician","single","tertiary","no",2269,"yes","no","cellular",20,"apr",53,1,346,1,"failure","no"
30,"management","single","tertiary","no",2,"no","no","cellular",27,"aug",19,21,999,0,"unknown","no"
48,"technician","divorced","tertiary","no",83,"no","yes","cellular",19,"aug",243,6,999,0,"unknown","no"
60,"entrepreneur","married","primary","no",83,"yes","no","cellular",17,"jul",302,2,999,0,"unknown","no"
42,"blue-collar","married","primary","no",-97,"yes","no","cellular",3,"feb",216,4,271,5,"failure","no"
31,"management","single","tertiary","no",-173,"yes","no","unknown",6,"may",396,2,999,0,"unknown","no"
43,"technician","divorced","secondary","no",-36,"yes","no","cellular",17,"nov",190,1,104,1,"failure","no"
55,"unemployed","married","primary","no",8585,"no","no","telephone",28,"jan",201,2,999,0,"unknown","no"
38,"management","single","tertiary","no",427,"yes","no","cellular",18,"nov",253,1,182,1,"failure","no"
53,"blue-collar","married","secondary","no",3079,"no","no","cellular",5,"apr",759,1,999,0,"unknown","no"
50,"blue-collar","married","secondary","no",3558,"no","no","cellular",26,"aug",84,10,999,0,"unknown","no"
47,"blue-collar","married","secondary","yes",-614,"yes","no","unknown",26,"may",118,2,999,0,"unknown","no"
29,"blue-collar","single","tertiary","no",98,"no","no","cellular",10,"aug",170,2,999,0,"unknown","no"
51,"housemaid","married","unknown","no",2337,"yes","no","cellular",27,"may",133,2,41,5,"success","no"
57,"self-employed","married","secondary","no",11494,"no","no","cellular",19,"nov",198,1,999,0,"unknown","no"
45,"blue-collar","married","primary","no",-66,"yes","no","unknown",6,"may",263,2,999,0,"unknown","no"
27,"services","single","tertiary","no",1501,"yes","no","cellular",24,"jul",187,1,999,0,"unknown","no"
51,"management","married","tertiary","no",-321,"no","no","cellular",6,"feb",470,2,9,2,"other","no"
46,"technician","married","secondary","yes",289,"no","no","unknown",7,"may",51,3,999,0,"unknown","no"
35,"blue-collar","married","secondary","no",-461,"no","no","unknown",23,"may",339,1,999,0,"unknown","no"
39,"management","single","tertiary","no",1682,"yes","no","cellular",19,"nov",147,1,170,1,"failure","no"
57,"unemployed","married","secondary","no",1350,"no","no","cellular",25,"jun",131,1,388,1,"failure","no"
39,"admin.","married","secondary","no",-367,"yes","no","cellular",16,"apr",667,2,999,0,"unknown","no"
34,"self-employed","single","secondary","no",1261,"yes","no","cellular",9,"apr",169,2,999,0,"unknown","no"
39,"blue-collar","married","secondary","no",1403,"no","no","cellular",11,"may",214,8,326,2,"failure","no"
23,"blue-collar","married","secondary","no",94,"yes","no","unknown",5,"may",193,1,999,0,"unknown","no"
43,"services","divorced","unknown","no",2363,"yes","no","cellular",17,"nov",229,1,999,0,"unknown","no"
50,"management","married","tertiary","no",453,"no","yes","unknown",4,"jul",608,1,999,0,"unknown","no"
34,"services","married","secondary","no",190,"yes","no","cellular",15,"may",121,3,999,0,"unknown","no"
31,"management","single","secondary","no",1310,"yes","no","cellular",18,"may",12,2,999,0,"unknown","no"
30,"technician","divorced","secondary","no",789,"yes","no","cellular",12,"may",356,1,999,0,"unknown","no"
30,"entrepreneur","single","secondary","no",265,"yes","yes","unknown",3,"jun",67,10,999,0,"unknown","no"
38,"technician","married","unknown","no",90,"yes","yes","unknown",8,"may",20,2,999,0,"unknown","no"
28,"student","single","tertiary","no",3,"no","no","cellular",11,"nov",135,2,148,1,"other","no"
23,"technician","single","unknown","no",231,"yes","no","cellular",7,"may",560,3,367,1,"other","no"
31,"admin.","single","secondary","no",523,"no","yes","cellular",2,"feb",323,1,109,5,"failure","no"
37,"management","married","tertiary","no",5,"no","no","cellular",29,"aug",36,2,999,0,"unknown","no"
27,"management","single","tertiary","yes",0,"yes","no","unknown",19,"may",352,1,999,0,"unknown","no"
69,"retired","married","primary","no",324,"no","no","cellular",12,"aug",875,1,189,4,"success","no"
30,"management","divorced","tertiary","no",46,"no","no","cellular",13,"aug",382,3,999,0,"unknown","no"
52,"management","married","tertiary","no",659,"no","no","cellular",23,"jul",517,4,999,0,"unknown","no"
41,"unemployed","single","tertiary","no",4517,"yes","no","cellular",20,"nov",137,1,999,0,"unknown","no"
59,"retired","married","primary","no",-47,"yes","no","cellular",27,"aug",84,4,999,0,"unknown","no"
45,"services","divorced","secondary","no",0,"yes","yes","cellular",21,"nov",173,1,192,1,"failure","no"
31,"management","married","tertiary","no",1164,"yes","yes","cellular",18,"jul",238,3,999,0,"unknown","no"
41,"technician","married","secondary","no",0,"no","no","cellular",28,"jan",411,2,156,8,"other","no"
38,"technician","single","secondary","no",145,"yes","no","unknown",27,"may",109,2,999,0,"unknown","no"
44,"admin.","single","secondary","no",275,"yes","no","cellular",14,"may",7,5,367,4,"failure","no"
31,"blue-collar","married","primary","no",1127,"yes","no","telephone",13,"may",43,1,349,1,"failure","no"
56,"management","married","tertiary","no",-45,"yes","no","unknown",30,"may",116,6,999,0,"unknown","no"
30,"services","single","tertiary","no",803,"no","no","cellular",30,"apr",243,1,999,0,"unknown","no"
31,"management","single","tertiary","no",0,"yes","yes","cellular",14,"may",117,3,352,3,"failure","no"
31,"management","divorced","tertiary","no",883,"yes","no","cellular",19,"nov",168,1,999,0,"unknown","no"
37,"admin.","married","secondary","no",1314,"yes","no","cellular",22,"may",74,1,14,9,"failure","no"
43,"blue-collar","married","secondary","no",917,"yes","no","cellular",8,"may",87,2,999,0,"unknown","no"
51,"management","married","tertiary","no",385,"no","no","cellular",11,"aug",39,2,999,0,"unknown","no"
31,"admin.","married","secondary","no",23,"no","no","cellular",28,"aug",322,7,999,0,"unknown","no"
36,"management","married","tertiary","no",2326,"yes","no","cellular",20,"nov",7,5,999,0,"unknown","no"
35,"management","married","tertiary","no",71,"yes","no","cellular",30,"apr",510,2,999,0,"unknown","no"
50,"management","single","tertiary","no",297,"yes","no","unknown",5,"may",119,1,999,0,"unknown","no"
23,"housemaid","single","primary","no",93,"yes","no","cellular",18,"may",70,3,999,0,"unknown","no"
37,"unemployed","married","secondary","no",459,"no","no","cellular",20,"nov",109,4,999,0,"unknown","no"
80,"retired","married","primary","no",1021,"no","no","telephone",26,"feb",37,1,999,0,"unknown","no"
54,"management","divorced","tertiary","no",7010,"no","no","cellular",11,"mar",275,2,999,0,"unknown","no"
50,"retired","married","primary","no",29,"no","no","unknown",20,"jun",135,5,999,0,"unknown","no"
30,"blue-collar","divorced","primary","no",1,"yes","no","unknown",6,"jun",63,9,999,0,"unknown","no"
34,"management","single","tertiary","no",1190,"no","no","cellular",3,"feb",18,7,999,0,"unknown","no"
39,"admin.","divorced","secondary","no",32,"no","yes","unknown",20,"jun",8,10,999,0,"unknown","no"
29,"admin.","single","secondary","no",488,"yes","no","cellular",4,"jun",105,1,999,0,"unknown","no"
27,"management","single","tertiary","yes",0,"no","yes","cellular",8,"jul",46,1,999,0,"unknown","no"
43,"technician","married","secondary","no",7876,"yes","no","cellular",11,"aug",209,2,999,0,"unknown","no"
39,"admin.","single","secondary","no",223,"no","no","cellular",4,"feb",277,1,999,0,"unknown","no"
31,"management","single","tertiary","no",-201,"yes","no","cellular",22,"aug",81,4,999,0,"unknown","no"
52,"admin.","married","secondary","no",423,"yes","yes","cellular",20,"oct",139,2,96,7,"failure","no"
41,"self-employed","single","tertiary","no",3950,"yes","no","unknown",30,"may",96,2,999,0,"unknown","no"
29,"student","single","unknown","no",2929,"no","no","cellular",11,"aug",91,1,999,0,"unknown","no"
34,"admin.","single","secondary","no",673,"yes","no","cellular",29,"jan",89,1,260,2,"failure","no"
36,"self-employed","single","tertiary","no",3560,"no","no","unknown",2,"jun",409,2,999,0,"unknown","no"
36,"blue-collar","married","secondary","no",928,"no","no","cellular",17,"apr",224,3,999,0,"unknown","no"
31,"blue-collar","single","secondary","no",609,"yes","no","cellular",14,"apr",1126,1,335,1,"failure","no"
30,"management","single","secondary","no",-383,"yes","no","cellular",18,"may",170,1,999,0,"unknown","no"
40,"blue-collar","married","primary","no",0,"no","no","cellular",24,"jul",313,1,999,0,"unknown","no"
35,"blue-collar","married","secondary","no",106,"yes","no","cellular",14,"apr",252,5,999,0,"unknown","no"
40,"blue-collar","single","primary","no",1780,"no","yes","unknown",11,"jun",114,1,999,0,"unknown","no"
54,"management","married","tertiary","no",2819,"no","no","cellular",7,"aug",123,3,999,0,"unknown","no"
45,"blue-collar","married","primary","no",1558,"yes","no","cellular",6,"may",179,1,999,0,"unknown","no"
43,"blue-collar","married","unknown","no",245,"yes","no","cellular",16,"apr",829,1,999,0,"unknown","no"
28,"blue-collar","single","tertiary","no",727,"yes","no","unknown",6,"jun",144,4,999,0,"unknown","no"
59,"admin.","single","secondary","no",-423,"yes","yes","cellular",20,"apr",84,1,999,0,"unknown","no"
71,"retired","married","secondary","no",2064,"no","no","cellular",9,"nov",379,2,92,3,"failure","no"
33,"management","married","tertiary","no",-139,"no","no","cellular",8,"jul",290,1,999,0,"unknown","no"
49,"technician","married","tertiary","no",503,"no","no","unknown",1,"jul",297,2,999,0,"unknown","no"
52,"admin.","married","secondary","no",1113,"no","yes","cellular",8,"jul",83,1,999,0,"unknown","no"
34,"admin.","divorced","secondary","no",140,"yes","no","cellular",8,"may",81,2,365,1,"failure","no"
37,"blue-collar","married","secondary","no",2870,"yes","no","unknown",6,"jun",94,2,999,0,"unknown","no"
36,"self-employed","single","tertiary","no",258,"no","no","cellular",5,"feb",230,1,999,0,"unknown","no"
31,"blue-collar","single","secondary","yes",-575,"yes","no","unknown",2,"jun",153,9,999,0,"unknown","no"
34,"management","single","tertiary","no",-292,"yes","no","cellular",19,"aug",181,6,999,0,"unknown","no"
27,"services","single","secondary","no",504,"yes","no","cellular",18,"may",106,5,362,8,"other","no"
53,"management","married","tertiary","no",12,"no","no","cellular",27,"aug",345,10,999,0,"unknown","no"
43,"management","married","tertiary","no",1379,"yes","no","unknown",27,"may",383,3,999,0,"unknown","no"
40,"management","divorced","tertiary","no",290,"yes","no","unknown",27,"may",184,1,999,0,"unknown","no"
40,"management","married","secondary","no",4025,"yes","no","cellular",15,"jul",107,4,999,0,"unknown","no"
77,"retired","single","primary","no",300,"no","no","cellular",9,"sep",511,1,999,0,"unknown","no"
31,"management","married","tertiary","no",1224,"yes","yes","cellular",20,"nov",75,2,119,2,"success","no"
38,"services","married","secondary","no",1313,"no","no","unknown",17,"jun",33,2,999,0,"unknown","no"
36,"blue-collar","married","secondary","no",2103,"no","yes","unknown",26,"jun",71,1,999,0,"unknown","no"
34,"management","married","tertiary","no",250,"no","no","cellular",9,"dec",787,1,188,8,"other","no"
42,"services","married","unknown","no",1340,"no","yes","cellular",30,"jul",88,5,999,0,"unknown","no"
36,"blue-collar","married","primary","no",223,"yes","no","unknown",14,"jul",12,3,999,0,"unknown","no"
50,"self-employed","single","secondary","no",766,"yes","no","cellular",7,"may",253,2,304,4,"failure","no"
56,"blue-collar","married","secondary","no",1521,"yes","yes","cellular",21,"nov",19,2,179,3,"other","no"
45,"blue-collar","married","secondary","no",105,"yes","yes","unknown",13,"may",119,1,999,0,"unknown","no"
39,"blue-collar","married","primary","no",275,"yes","no","unknown",16,"jun",189,2,999,0,"unknown","no"
38,"management","single","tertiary","no",1515,"yes","no","telephone",31,"jul",42,5,999,0,"unknown","no"
78,"retired","divorced","secondary","no",631,"no","no","telephone",11,"aug",95,1,999,0,"unknown","no"
35,"entrepreneur","married","secondary","no",2971,"no","no","cellular",21,"nov",112,2,999,0,"unknown","no"
33,"technician","single","tertiary","no",34,"no","no","cellular",28,"aug",13,30,999,0,"unknown","no"
37,"housemaid","single","tertiary","no",561,"no","no","cellular",18,"nov",188,1,165,2,"failure","no"
60,"blue-collar","married","primary","no",14,"yes","yes","cellular",15,"may",781,4,178,3,"failure","no"
48,"blue-collar","married","primary","no",1670,"no","no","unknown",17,"jun",145,1,999,0,"unknown","no"
32,"management","single","tertiary","no",1077,"no","no","cellular",5,"aug",200,1,717,4,"failure","no"
36,"blue-collar","divorced","primary","no",0,"no","no","cellular",14,"may",543,2,999,0,"unknown","no"
23,"technician","single","secondary","no",1587,"yes","yes","cellular",14,"may",502,2,999,0,"unknown","no"
35,"unemployed","married","secondary","no",759,"no","no","cellular",19,"nov",556,3,999,0,"unknown","no"
57,"management","divorced","unknown","no",0,"no","no","cellular",27,"mar",102,1,999,0,"unknown","no"
40,"technician","married","secondary","no",40,"yes","no","cellular",21,"nov",73,1,999,0,"unknown","no"
26,"blue-collar","single","secondary","no",78,"no","no","telephone",28,"jan",43,1,999,0,"unknown","no"
47,"admin.","married","secondary","no",298,"yes","no","cellular",11,"may",183,1,999,0,"unknown","no"
52,"services","married","secondary","no",2993,"no","no","cellular",11,"mar",96,6,999,0,"unknown","no"
38,"entrepreneur","married","primary","no",350,"yes","no","cellular",8,"may",75,1,999,0,"unknown","no"
35,"technician","single","secondary","no",1693,"yes","no","cellular",26,"may",58,1,105,1,"success","no"
